galaxy_id,R_kpc,V_obs,g_obs,V_bar,g_bar
NGC7793,0.28,35.0,1.4178409393576883e-10,40.67995698129486,1.9153687324738216e-10
NGC7793,0.32,38.3,1.4855833539531427e-10,43.212758532637096,1.8911390316446676e-10
NGC7793,0.35,42.7,1.6882515633119872e-10,45.056250398807045,1.8797128222340075e-10
NGC7793,0.39,47.0,1.8356106285955366e-10,47.3495353725884,1.8630147413683468e-10
NGC7793,0.42,49.8,1.9136338738746352e-10,48.91362284681028,1.846119567702418e-10
NGC7793,0.46,52.2,1.9196967479251695e-10,51.02733483144108,1.8344141614236637e-10
NGC7793,0.49,53.4,1.8859748147101157e-10,52.63182402311362,1.8321043987867491e-10
NGC7793,0.53,54.6,1.8228833185015922e-10,54.83612039522854,1.8386837073564047e-10
NGC7793,0.56,55.5,1.78257328712511e-10,56.269950239892694,1.8323755577661653e-10
NGC7793,0.6,55.9,1.6878032555102092e-10,57.61317384071112,1.7928411253109038e-10
NGC7793,0.63,58.3,1.7484210033100967e-10,58.57715766405878,1.7650844731277801e-10
NGC7793,0.66,59.3,1.7266921159625689e-10,59.64116866728887,1.7466175072970093e-10
NGC7793,0.7,59.5,1.6390241258974883e-10,61.13488774832256,1.730332850907888e-10
NGC7793,0.87,59.1,1.3010834841111143e-10,66.16646053704248,1.6308199254984384e-10
NGC7793,1.05,62.6,1.209508214316699e-10,69.76248347070222,1.5021178986261445e-10
NGC7793,1.22,65.6,1.1431344233806657e-10,72.54878083055566,1.3981374262949637e-10
NGC7793,1.4,70.7,1.1570716337910227e-10,75.77865794536085,1.329276228468945e-10
NGC7793,1.57,73.9,1.1272978513455289e-10,79.40491168687237,1.30150109122937e-10
NGC7793,1.75,78.5,1.1411709816890666e-10,83.32317924803397,1.285710145433555e-10
NGC7793,1.92,82.4,1.1460475829063405e-10,88.30857829225879,1.3162973655585352e-10
NGC7793,2.1,87.1,1.1707562101499389e-10,93.2985959165517,1.3433227690099848e-10
NGC7793,2.27,89.6,1.14614513940479e-10,97.09155473057375,1.3458185456925235e-10
NGC7793,2.45,94.9,1.191285334415369e-10,97.83436257266666,1.2660947560229342e-10
NGC7793,2.62,98.1,1.1903815260555766e-10,97.67731210470527,1.1801455246682368e-10
NGC7793,2.79,99.3,1.145364579959209e-10,98.34580316414117,1.1234581896856785e-10
NGC7793,2.97,98.6,1.0608325463240306e-10,99.18853361150168,1.0735343497382967e-10
NGC7793,3.16,101.0,1.0461768840786821e-10,99.51307703010696,1.0155999776434455e-10
NGC7793,3.33,103.0,1.032475299915622e-10,99.04366966141754,9.54681852870613e-11
NGC7793,3.51,107.0,1.0570849598506262e-10,98.4316356665884,8.945646703806247e-11
NGC7793,3.68,114.0,1.1444882514218956e-10,97.90706001101248,8.441694969505458e-11
NGC7793,3.85,112.0,1.0559048159289258e-10,96.966214734824,7.91461165308954e-11
NGC7793,4.03,114.0,1.0450910087425746e-10,95.96000468945383,7.404997730341603e-11
NGC7793,4.2,116.0,1.0382839553739895e-10,94.73248914707139,6.924653742533643e-11
NGC7793,4.38,114.0,9.615791701444238e-11,93.35488685655402,6.4483627153268e-11
NGC7793,4.73,114.0,8.904263774276059e-11,91.25140711243854,5.7051550821739544e-11
NGC7793,5.25,109.0,7.334037856003787e-11,88.89309590738755,4.87782499726281e-11
NGC7793,5.78,107.0,6.419322161030619e-11,84.94400037671878,4.045638152528965e-11
NGC7793,6.3,105.0,5.671363757430755e-11,81.90696795755535,3.451044856922705e-11
NGC7793,6.82,101.0,4.847388495144627e-11,79.56559369476231,3.0082622619135004e-11
NGC7793,7.35,94.5,3.937546837301924e-11,76.43767461141135,2.576185008919314e-11
NGC7793,7.87,90.8,3.395051914254049e-11,73.73891306494828,2.239072653685574e-11
NGC7814,0.63,265.0,3.6124400894836707e-09,347.4947778024873,6.211628445221102e-09
NGC7814,1.72,250.0,1.1776087536193427e-09,309.9417782423015,1.8100111439152768e-09
NGC7814,2.79,233.0,6.306045407622288e-10,275.9532815532368,8.84537760433488e-10
NGC7814,3.91,230.0,4.3845837452405827e-10,254.82306822577897,5.382080368252771e-10
NGC7814,5.03,228.0,3.3492777457117904e-10,237.71180050641155,3.6406837293030427e-10
NGC7814,6.14,228.0,2.7437894236042845e-10,221.59800044224227,2.5918672747653517e-10
NGC7814,7.26,227.0,2.30019443570759e-10,207.60573522906344,1.9239400181736665e-10
NGC7814,8.37,226.0,1.977611027646583e-10,196.93669160418025,1.501679570477568e-10
NGC7814,9.5,223.0,1.6964285611625503e-10,187.23392774815147,1.195900218953188e-10
NGC7814,10.65,219.0,1.459446155171758e-10,178.55461993462953,9.701570195444916e-11
NGC7814,11.74,216.0,1.2879199195263532e-10,171.0549820964008,8.077050786180691e-11
NGC7814,12.82,214.0,1.1576811884791567e-10,163.9687976415025,6.796477035256621e-11
NGC7814,14.01,214.0,1.0593485250751457e-10,156.60661831480814,5.673245051783883e-11
NGC7814,15.09,214.0,9.835303403779185e-11,151.01837835177545,4.8980117203389435e-11
NGC7814,16.18,214.0,9.172727340112972e-11,146.13197665124494,4.277218683189694e-11
NGC7814,17.36,214.0,8.549235504782713e-11,140.95927922630705,3.709258279505053e-11
NGC7814,18.44,214.0,8.04852106090173e-11,136.65711470684576,3.2821092435006755e-11
NGC7814,19.53,214.0,7.599320448695744e-11,132.75440557661352,2.924456033055236e-11
PGC51017,0.33,20.5,4.127083323048094e-11,11.918120657217731,1.3949256836146773e-11
PGC51017,0.99,19.9,1.2963444511285155e-11,22.59784281740184,1.6716610648074932e-11
PGC51017,1.65,19.3,7.316108349802189e-12,23.590398470564246,1.0930400219636854e-11
PGC51017,2.31,18.8,4.958532607115215e-12,22.22583181795453,6.9303237384296836e-12
PGC51017,2.97,18.2,3.614396404062266e-12,20.967930274588383,4.797380141502331e-12
PGC51017,3.63,18.3,2.9898197697378753e-12,20.29507329378241,3.677257800941602e-12
UGC00128,1.25,34.1,3.014728452927111e-11,29.44968760445516,2.248541079833577e-11
UGC00128,3.75,78.4,5.31190516066645e-11,49.3351335257137,2.1034432674686286e-11
UGC00128,6.25,96.9,4.868744580608858e-11,51.03472641251249,1.350519997831232e-11
UGC00128,8.76,108.0,4.3151198217007384e-11,52.7543912864133,1.0295858876787168e-11
UGC00128,11.25,113.0,3.6783565114226435e-11,55.271455562523414,8.800325503324554e-12
UGC00128,13.74,114.0,3.065296044565194e-11,59.62481111081192,8.385264273539648e-12
UGC00128,16.22,121.0,2.9252928227071934e-11,62.2172403759601,7.73428361266799e-12
UGC00128,18.71,126.0,2.749899091791117e-11,63.01001348992079,6.876933306873874e-12
UGC00128,21.3,128.0,2.4928135158080614e-11,63.46991728370221,6.129227141486864e-12
UGC00128,23.79,129.0,2.266910809761729e-11,64.13509569650614,5.603333956106258e-12
UGC00128,26.28,129.0,2.052123598334533e-11,63.592943790958444,4.987029679340032e-12
UGC00128,28.77,131.0,1.9330904899204364e-11,64.19489387794016,4.6420580110427555e-12
UGC00128,31.25,131.0,1.7796804286403506e-11,62.95217549854811,4.109802189991023e-12
UGC00128,33.74,131.0,1.6483406459695007e-11,60.178152181668054,3.4784204292992303e-12
UGC00128,36.23,127.0,1.4427416275951365e-11,58.51388638605369,3.0626615697861836e-12
UGC00128,38.82,126.0,1.3253635241476507e-11,57.493729223281385,2.7595284908515416e-12
UGC00128,41.31,130.0,1.3258090050915342e-11,56.034765101675944,2.463254990213599e-12
UGC00128,43.8,132.0,1.2892086380883687e-11,54.09100202436631,2.1648379760297517e-12
UGC00128,46.28,134.0,1.2573775481964021e-11,52.27443447805055,1.9135278652990833e-12
UGC00128,48.77,129.0,1.1057988141117804e-11,50.31016795837597,1.6819312263583384e-12
UGC00128,51.26,132.0,1.1015867801067217e-11,48.65757906020397,1.496827822032524e-12
UGC00128,53.75,125.0,9.420870028954741e-12,47.28518161115594,1.3480968970014441e-12
UGC00191,0.62,29.9,4.6730469242218144e-11,21.87501085714016,2.5012339786977976e-11
UGC00191,0.87,34.4,4.4080558397328456e-11,28.50307001008839,3.026310476604717e-11
UGC00191,1.12,46.3,6.202880496513639e-11,32.17615576789745,2.9957098239218615e-11
UGC00191,1.37,49.8,5.866614795820048e-11,34.693428772607646,2.8472351386074692e-11
UGC00191,1.62,57.6,6.637115985838962e-11,36.196796819608224,2.6210464666780277e-11
UGC00191,2.3,71.3,7.163094464599542e-11,40.93574477153188,2.3611686659207392e-11
UGC00191,4.97,76.65,3.831046157325865e-11,47.96469534980911,1.5001560812544158e-11
UGC00191,7.45,81.0,2.854060794822871e-11,49.6538749746684,1.072505368736411e-11
UGC00191,9.98,83.85,2.2831005961310442e-11,46.44568871273199,7.005025617095412e-12
UGC00634,4.51,69.75,3.4959188014108914e-11,47.714166659389534,1.6359408585410886e-11
UGC00634,9.01,97.7,3.4333161097299e-11,52.33844953760094,9.852952065874766e-12
UGC00634,13.51,108.0,2.79796074301247e-11,51.56691284147229,6.378761588579396e-12
UGC00634,18.01,107.5,2.0794700538370478e-11,45.99207866578766,3.806289517872115e-12
UGC00731,0.91,29.6,3.120265035924979e-11,7.8608142071925355,2.2006102219445164e-12
UGC00731,1.81,44.6,3.5615627250926465e-11,12.710342245588826,2.8925799363266275e-12
UGC00731,2.73,50.4,3.015420483950875e-11,14.559330341743058,2.5163416603956096e-12
UGC00731,3.64,56.8,2.872398839681852e-11,19.560051124677564,3.406340376126333e-12
UGC00731,4.55,60.7,2.6243118430914966e-11,21.655161047657902,3.3401109558456803e-12
UGC00731,5.45,64.7,2.4892098675065064e-11,23.56630221311778,3.3024468600603634e-12
UGC00731,6.36,68.0,2.35618921961903e-11,27.495550549134308,3.852274087013085e-12
UGC00731,7.28,71.5,2.275779385315963e-11,33.43879333947324,4.977591705122524e-12
UGC00731,8.19,73.4,2.131855051455338e-11,36.71330685187593,5.333503217513024e-12
UGC00731,9.09,74.0,1.9523110442049856e-11,37.45944473694185,5.002743572569172e-12
UGC00731,10.0,73.8,1.7650709956012087e-11,38.33339144923131,4.762159562775135e-12
UGC00731,10.91,73.9,1.6222343048693682e-11,37.98251439807533,4.285407511767389e-12
UGC00891,1.48,24.35,1.2983317287510565e-11,20.941910132554764,9.603296163584392e-12
UGC00891,2.97,43.55,2.069518553295346e-11,26.903562961065212,7.89791770841129e-12
UGC00891,4.45,54.15,2.135435045293483e-11,29.751100819969672,6.446077508683363e-12
UGC00891,5.94,60.15,1.9739414795641184e-11,28.408824333294753,4.4032113581962e-12
UGC00891,7.39,63.75,1.7822367500818424e-11,26.741004094835333,3.1358872363707473e-12
UGC01230,0.78,19.8,1.6288655292770353e-11,21.27854318321628,1.8812158719267182e-11
UGC01230,2.35,55.4,4.2325404959893425e-11,41.58850321903879,2.3852185220089382e-11
UGC01230,3.91,88.5,6.491711916570994e-11,47.59366029210193,1.877460939570142e-11
UGC01230,5.48,105.0,6.519998480257983e-11,53.7404670616101,1.7079366954129352e-11
UGC01230,7.03,106.0,5.179714950497212e-11,56.808289888008424,1.4877075309213693e-11
UGC01230,8.6,103.0,3.997840405487234e-11,58.26804355733939,1.279416289990765e-11
UGC01230,13.27,109.0,2.9015598149223724e-11,60.23183377583651,8.8599384156971e-12
UGC01230,14.85,113.0,2.78663372077473e-11,61.02819430394447,8.128006490969611e-12
UGC01230,25.8,105.0,1.384867894256347e-11,60.28010119434108,4.564336915737943e-12
UGC01230,32.01,103.0,1.0740839577379011e-11,55.22953648185,3.0882082403908448e-12
UGC01230,36.54,103.0,9.409257659329561e-12,50.42213898675858,2.2548800395837465e-12
UGC01281,0.08,1.41,8.053741632962916e-13,6.0392466417592185,1.4774915331635227e-11
UGC01281,0.23,4.46,2.802795014094648e-12,6.842879510849215,6.597803924017267e-12
UGC01281,0.38,7.71,5.0696107418509695e-12,5.399675916200897,2.486573193887665e-12
UGC01281,0.54,11.0,7.261746186763188e-12,8.514505270419416,4.350854222748212e-12
UGC01281,0.69,14.2,9.470590377211905e-12,10.793020893151278,5.471247984666487e-12
UGC01281,0.84,17.2,1.1413716013593976e-11,12.857285872220466,6.377768765089295e-12
UGC01281,1.0,20.2,1.3223675814754543e-11,14.832754295814382,7.130057960517684e-12
UGC01281,1.15,23.2,1.5167974304593936e-11,16.483039768198097,7.656428432668901e-12
UGC01281,1.3,26.4,1.7374565645621705e-11,16.832266632869143,7.063034157568436e-12
UGC01281,1.46,29.3,1.9056004196151578e-11,18.011343647823725,7.200933892377595e-12
UGC01281,1.61,31.6,2.0100078060763276e-11,19.54800501329995,7.691808483145866e-12
UGC01281,1.76,34.6,2.2043928038460397e-11,20.62334841872192,7.831683804285201e-12
UGC01281,1.92,37.4,2.3609752289713817e-11,21.837456353705665,8.049192726615809e-12
UGC01281,2.07,39.9,2.492441080874351e-11,22.656195620624395,8.036243381789456e-12
UGC01281,2.22,42.2,2.5996889147446545e-11,23.547590110242705,8.094488593292204e-12
UGC01281,2.38,44.4,2.6843456559060485e-11,24.25746070799662,8.012410122804171e-12
UGC01281,2.53,46.7,2.7935901761588164e-11,24.82544662236714,7.894471741441207e-12
UGC01281,2.68,48.5,2.844448912242322e-11,25.26107281965673,7.716462365344297e-12
UGC01281,2.76,49.3,2.853870165382583e-11,25.400472436551254,7.57572081671678e-12
UGC01281,3.07,53.0,2.965260268892134e-11,25.848359715850442,7.053051534207802e-12
UGC01281,3.46,54.1,2.7413714548118755e-11,26.58210676376122,6.61838690413895e-12
UGC01281,3.83,55.0,2.5596233295379383e-11,26.48306062372701,5.934539574313247e-12
UGC01281,4.23,55.7,2.3769468887256116e-11,25.987221859983418,5.174028251373357e-12
UGC01281,4.62,56.4,2.2313396732018466e-11,26.820986186193824,5.046112913757949e-12
UGC01281,4.99,56.9,2.1026812498935453e-11,27.403366581498705,4.877044856732848e-12
UGC02023,0.76,15.1,9.72276428820892e-12,17.559581430091097,1.3148135808015535e-11
UGC02023,1.51,28.0,1.6826297770390582e-11,31.989760861875787,2.1963143273699992e-11
UGC02023,2.27,37.6,2.0183630524116558e-11,37.69615364994153,2.0286992823937328e-11
UGC02023,3.03,47.9,2.454018617385516e-11,39.70952530564927,1.686538335501209e-11
UGC02023,3.78,58.8,2.964232790550474e-11,41.41706049443876,1.470673272190308e-11
UGC02259,1.02,56.1,9.99942449917291e-11,24.911421075482625,1.9717247518690438e-11
UGC02259,2.04,71.1,8.030794056078857e-11,36.93242477823518,2.166880350305484e-11
UGC02259,3.05,80.7,6.919850071499806e-11,42.866110157092635,1.9524403160497964e-11
UGC02259,4.07,82.8,5.459032994418261e-11,46.31791230182984,1.708256169272069e-11
UGC02259,5.09,83.7,4.4604901893679554e-11,45.007470491019596,1.289736181171796e-11
UGC02259,6.11,86.0,3.9228811176018575e-11,45.20890288427712,1.0840671397399753e-11
UGC02259,7.13,88.3,3.5438989674753974e-11,44.881070620028666,9.155590114936665e-12
UGC02259,8.14,90.0,3.22485408460436e-11,42.25848198882681,7.1097255182801415e-12
UGC02455,0.5,16.9,1.8511979460111973e-11,41.20354960437268,1.1003952651785496e-10
UGC02455,1.0,23.9,1.8511655382182977e-11,64.87122628716062,1.363809370723752e-10
UGC02455,1.51,28.2,1.7067531937404854e-11,78.76471608531322,1.331483936542342e-10
UGC02455,2.01,33.0,1.7558251973964724e-11,77.82892071717299,9.76642036863198e-11
UGC02455,2.52,39.1,1.966085629477939e-11,77.56462209022874,7.737065540983259e-11
UGC02455,3.02,43.8,2.0586889473614865e-11,77.24835079145703,6.403552056616361e-11
UGC02455,3.52,53.1,2.5959470720924236e-11,74.64032690174929,5.12924988050991e-11
UGC02455,4.03,61.0,2.9922927389436136e-11,71.71624711318907,4.1359903681856607e-11
UGC02487,9.93,377.0,4.6385570967047943e-10,330.0082477757185,3.554264916242031e-10
UGC02487,10.05,377.0,4.5831713403262296e-10,330.60639875840275,3.5245680733249503e-10
UGC02487,10.35,378.0,4.47396626151407e-10,332.2614177120179,3.456757650319484e-10
UGC02487,15.07,367.0,2.8964653071365656e-10,322.7986708460864,2.2407823661345845e-10
UGC02487,20.09,364.0,2.1373334634275622e-10,309.82655567268597,1.5484842632718684e-10
UGC02487,25.12,375.0,1.8142300463801178e-10,296.174322992389,1.1316825741200794e-10
UGC02487,30.14,383.0,1.5772616896649157e-10,283.84565119092457,8.663047514836327e-11
UGC02487,35.17,378.0,1.3166207223960938e-10,264.0318734547024,6.423767311819391e-11
UGC02487,40.19,364.0,1.0684008280731459e-10,246.4421209939567,4.897352046217377e-11
UGC02487,45.21,349.0,8.731036458669995e-11,232.41340451875834,3.872017333845993e-11
UGC02487,50.24,338.0,7.369418574885339e-11,219.60726285803938,3.110951368741944e-11
UGC02487,55.26,332.0,6.464199356796934e-11,208.7867768801463,2.556492683898103e-11
UGC02487,60.28,330.0,5.854692512884719e-11,200.49830049155028,2.161213156273153e-11
UGC02487,65.31,329.0,5.3710793312602514e-11,191.80659373441782,1.8255630493636504e-11
UGC02487,70.33,330.0,5.018070022418469e-11,184.4081218384917,1.56699974843387e-11
UGC02487,75.35,332.0,4.7406988249050906e-11,177.4456051864909,1.3542432930379394e-11
UGC02487,80.38,333.0,4.4708481548198844e-11,171.0187501416146,1.1792039065842442e-11
UGC02885,1.7,305.0,1.7733734908739358e-09,281.41080594035475,1.5096701686531934e-09
UGC02885,3.41,257.0,6.277132883360601e-10,281.4783011175106,7.529825610852222e-10
UGC02885,6.82,256.0,3.114189318868721e-10,282.1156828324154,3.7819827074795774e-10
UGC02885,13.67,271.0,1.741083188251529e-10,274.45804779601565,1.7858002527161168e-10
UGC02885,19.49,282.0,1.3223177642627673e-10,261.95053597960055,1.1409751835578231e-10
UGC02885,23.36,287.0,1.142721529686433e-10,258.5757819286253,9.275819941996382e-11
UGC02885,27.24,283.0,9.528295615038215e-11,252.17976485039398,7.565938772821501e-11
UGC02885,31.22,280.0,8.138279831290769e-11,242.48304414948277,6.103505035871252e-11
UGC02885,35.1,280.0,7.238663713187972e-11,233.71294358678554,5.0432194807294383e-11
UGC02885,38.97,281.0,6.566465833065578e-11,227.55473187784955,4.3061662297924123e-11
UGC02885,42.85,282.0,6.014462829750602e-11,221.10342692957067,3.6973415923057776e-11
UGC02885,46.73,287.0,5.7123849632944734e-11,210.88064823496725,3.084090614195686e-11
UGC02885,50.71,292.0,5.449059463206195e-11,207.7432923104859,2.7580990860090054e-11
UGC02885,54.58,298.0,5.272886846200918e-11,206.55281237494685,2.533250568138149e-11
UGC02885,58.46,298.0,4.922924462292954e-11,202.7309157479441,2.2784033371258052e-11
UGC02885,62.34,298.0,4.61652492886824e-11,196.36123395415908,2.0044450828225697e-11
UGC02885,66.21,298.0,4.3466872687758063e-11,191.1225452425747,1.7879266911507518e-11
UGC02885,70.19,298.0,4.1002160431065124e-11,188.09463283145533,1.6335296406324617e-11
UGC02885,74.07,298.0,3.885434913806482e-11,183.50488113399055,1.473337869291078e-11
UGC02916,0.37,183.0,2.9332556119320238e-09,124.12410120520511,1.3494598394248025e-09
UGC02916,0.74,196.0,1.6824023946367555e-09,192.62107906457175,1.6248952084589863e-09
UGC02916,1.11,205.0,1.2269707176629468e-09,220.97691350003058,1.4256741744262741e-09
UGC02916,1.48,211.0,9.748833430292457e-10,243.1157841440987,1.294237715775806e-09
UGC02916,1.84,214.0,8.066017845816733e-10,262.7393320384293,1.2158550831235181e-09
UGC02916,2.21,214.0,6.715598568462801e-10,278.61125497725317,1.1382941245258647e-09
UGC02916,2.6,213.0,5.655035215623646e-10,286.3014568597233,1.0216995986768479e-09
UGC02916,2.96,211.0,4.874416715146228e-10,282.7116874131666,8.750749851961007e-10
UGC02916,3.17,210.0,4.5084658260963723e-10,283.0440794293355,8.190272331660149e-10
UGC02916,3.33,209.0,4.251065470413261e-10,281.8735193309226,7.73239047425089e-10
UGC02916,3.7,207.0,3.753085183662554e-10,278.62633992499707,6.79973630234729e-10
UGC02916,4.07,206.0,3.3790100724511265e-10,274.32471871852886,5.992181104143975e-10
UGC02916,4.44,205.0,3.067426794157367e-10,269.0980980980728,5.285520253890503e-10
UGC02916,4.81,205.0,2.8314708869144935e-10,263.41866505621806,4.67517064659882e-10
UGC02916,5.18,206.0,2.654936485497314e-10,257.67736998036906,4.154055105870995e-10
UGC02916,5.55,207.0,2.5020567891083696e-10,251.31205641592288,3.6879338239326966e-10
UGC02916,5.92,208.0,2.3683965405548666e-10,245.4593273843958,3.298274732692706e-10
UGC02916,6.28,210.0,2.2757701701792196e-10,240.53304575463224,2.985652867480971e-10
UGC02916,6.34,210.0,2.2542329130481862e-10,239.81681967701934,2.9398114398673243e-10
UGC02916,6.65,212.0,2.1902794647816784e-10,236.3231258256373,2.7217000063265276e-10
UGC02916,7.03,214.0,2.1111625656191734e-10,232.46577662098994,2.491220568197954e-10
UGC02916,7.39,215.0,2.027131565337225e-10,229.1072698541013,2.3018804087142194e-10
UGC02916,7.77,216.0,1.9459690933384024e-10,225.66625268302747,2.1240350085711722e-10
UGC02916,8.14,217.0,1.874754987530058e-10,222.9011628502642,1.9781067196791996e-10
UGC02916,8.51,218.0,1.809809576687186e-10,220.13133375328465,1.845370716383545e-10
UGC02916,8.88,218.0,1.7344008443252196e-10,217.43712884417877,1.725456038018093e-10
UGC02916,9.25,218.0,1.665024810552211e-10,215.25732275581242,1.6233927087298262e-10
UGC02916,9.52,218.0,1.6178024682361294e-10,213.55980918702846,1.5525713035556826e-10
UGC02916,9.62,218.0,1.6009853947617416e-10,212.94787531224628,1.5276399431196193e-10
UGC02916,9.99,217.0,1.527578137987455e-10,210.78322015758275,1.441305475782304e-10
UGC02916,10.4,217.0,1.4673563075475648e-10,208.46221576103426,1.3541625991017376e-10
UGC02916,10.71,216.0,1.4117814990886447e-10,206.99120778429213,1.296473909271494e-10
UGC02916,11.12,215.0,1.3471674701296845e-10,204.97259743682812,1.224436526742895e-10
UGC02916,12.67,212.0,1.1495941942224279e-10,198.48069049658204,1.0076491995595595e-10
UGC02916,12.98,211.0,1.1115773094632383e-10,197.3874365302919,9.727780806137e-11
UGC02916,15.86,209.0,8.92562926637841e-11,188.76020078395763,7.280599359359939e-11
UGC02916,19.05,215.0,7.863780718027345e-11,182.43813581595268,5.6622067951982604e-11
UGC02916,22.14,215.0,6.766261186920548e-11,177.41935322844574,4.607589943749837e-11
UGC02916,25.34,210.0,5.640030256008485e-11,170.68734985346748,3.726022861218529e-11
UGC02916,28.53,196.0,4.363749639085872e-11,162.807801410129,3.010912302978522e-11
UGC02916,31.72,185.0,3.4967109457407234e-11,154.53049246022613,2.4397462179541364e-11
UGC02916,34.91,182.0,3.07498061302347e-11,148.11546576910865,2.036575070184823e-11
UGC02916,38.0,181.0,2.7939781662735177e-11,142.6622735694339,1.735737874996221e-11
UGC02953,0.09,231.0,1.9214580410175396e-08,81.4097967077673,2.3864936652304114e-09
UGC02953,0.17,231.0,1.0172424923034033e-08,156.08005317784847,4.644033481734008e-09
UGC02953,0.26,231.0,6.65120091121456e-09,206.8099248101986,5.331124934633179e-09
UGC02953,0.34,231.0,5.086212461517017e-09,229.156350555685,5.005348631990961e-09
UGC02953,0.43,232.0,4.05655126750768e-09,243.14685295105093,4.45572424027954e-09
UGC02953,0.51,232.0,3.420229500055495e-09,251.81537165153364,4.029431279944826e-09
UGC02953,0.6,232.0,2.907195075047171e-09,260.04868524951246,3.6526455386655647e-09
UGC02953,0.69,232.0,2.527995717432323e-09,266.5211222398705,3.336288747305888e-09
UGC02953,0.77,233.0,2.2849177515930106e-09,271.50126961029116,3.102433342982186e-09
UGC02953,0.86,233.0,2.0457984520076956e-09,275.95972622830305,2.8697390963813894e-09
UGC02953,0.95,234.0,1.867916955800772e-09,279.91459661832573,2.672864492677294e-09
UGC02953,1.03,235.0,1.7375925853210175e-09,283.96701850743153,2.5371610372531764e-09
UGC02953,1.11,235.0,1.6123606872798629e-09,287.2655811265944,2.409315440283402e-09
UGC02953,1.2,236.0,1.5041536944469682e-09,291.33006350186383,2.2921277329438966e-09
UGC02953,1.29,237.0,1.411095596416957e-09,295.05003440094697,2.187011585950606e-09
UGC02953,1.38,238.0,1.3302224789892658e-09,298.28800394920347,2.0894979259977014e-09
UGC02953,1.46,238.0,1.2573335760309497e-09,300.6458032303128,2.006350898234487e-09
UGC02953,1.55,239.0,1.1943003472376115e-09,302.7939502367905,1.916955998516909e-09
UGC02953,1.63,240.0,1.1452078963295756e-09,304.3629788591247,1.8418128659021603e-09
UGC02953,1.72,241.0,1.0943471043034406e-09,305.76427047645706,1.761547987771095e-09
UGC02953,1.8,242.0,1.0544055463180149e-09,306.8111554360434,1.6948030705120155e-09
UGC02953,1.89,243.0,1.0125120438776377e-09,307.73066762999105,1.623787555768892e-09
UGC02953,1.98,244.0,9.744597768034557e-10,308.462328656191,1.5573582587617942e-09
UGC02953,2.07,246.0,9.474347802475626e-10,309.09091817780734,1.4957244697848153e-09
UGC02953,2.15,247.0,9.196125753543997e-10,309.59465386211053,1.4447672887176284e-09
UGC02953,2.23,248.0,8.938156477566204e-10,310.0816455387194,1.3973226922611316e-09
UGC02953,2.32,249.0,8.660842963656755e-10,310.64205285183135,1.3479753952610228e-09
UGC02953,2.4,251.0,8.507180668616548e-10,311.1779756023874,1.3075428054041185e-09
UGC02953,2.49,252.0,8.265158555407518e-10,311.87634280272044,1.2659453953822547e-09
UGC02953,2.58,253.0,8.040272929111521e-10,312.7698844198399,1.2287954883133596e-09
UGC02953,2.67,254.0,7.830790886557573e-10,313.9289324034979,1.1961919618007954e-09
UGC02953,2.75,256.0,7.723189510794429e-10,315.1554587818526,1.1704865532947707e-09
UGC02953,2.83,257.0,7.563612414226025e-10,316.57031446425924,1.1476339691803957e-09
UGC02953,2.92,259.0,7.445024505131359e-10,318.3761214350096,1.1249871940844977e-09
UGC02953,3.0,260.0,7.302556000044171e-10,320.01131011262714,1.1062641933230551e-09
UGC02953,3.09,262.0,7.199354484791062e-10,321.82586052087237,1.0862576644329246e-09
UGC02953,3.18,263.0,7.049102600857643e-10,323.46472017825994,1.0662920575742893e-09
UGC02953,3.27,264.0,6.907319675629424e-10,324.9469392070035,1.046469567947803e-09
UGC02953,3.35,266.0,6.844912819117618e-10,326.1291514109096,1.0289254008068202e-09
UGC02953,3.43,267.0,6.735624338250413e-10,327.15898719124317,1.0112837875819089e-09
UGC02953,4.21,280.0,6.03508542358427e-10,332.56960098601917,8.513976708518541e-10
UGC02953,4.29,282.0,6.007452966312665e-10,332.9454246569548,8.374102357896318e-10
UGC02953,4.38,283.0,5.925816724968972e-10,333.24209578023004,8.216655119532625e-10
UGC02953,4.47,285.0,5.88886572319991e-10,333.5639016740271,8.066776453270808e-10
UGC02953,4.8,290.0,5.678115380951506e-10,334.4346514642285,7.551457038472745e-10
UGC02953,5.25,296.0,5.408459395603298e-10,336.19351480955135,6.977001473237017e-10
UGC02953,5.32,298.0,5.409664738076055e-10,336.4902870812173,6.897359901384161e-10
UGC02953,5.41,299.0,5.355432704283779e-10,336.76657405389864,6.793759166635847e-10
UGC02953,5.5,300.0,5.303093383571615e-10,336.9450539776478,6.689673730544388e-10
UGC02953,5.58,301.0,5.261968538525179e-10,336.97466892928315,6.594923565897639e-10
UGC02953,5.67,302.0,5.212910658933882e-10,336.7364505069209,6.481069153660156e-10
UGC02953,5.76,303.0,5.165498365138493e-10,336.705152173233,6.378616547968208e-10
UGC02953,6.0,306.0,5.057560159912248e-10,336.5481732233887,6.117763436974376e-10
UGC02953,6.18,307.0,4.942398176367001e-10,336.26675571635093,5.929647102107133e-10
UGC02953,6.27,308.0,4.903242209933116e-10,336.1361481602358,5.839993345395136e-10
UGC02953,6.36,309.0,4.865296342526916e-10,336.0482228788006,5.754340349350312e-10
UGC02953,6.45,310.0,4.82850991884027e-10,336.0131405168554,5.672862585193346e-10
UGC02953,6.53,310.0,4.769355126572701e-10,336.0223636902758,5.60367111894707e-10
